code,time_zone_id,name,city_code,country_id,location,elevation,url,icao,city,county,state,status
ABJ,Africa/Abidjan,Felix Houphouet Boigny Airport,ABJ,CI,POINT (-3.925957338659794 5.264928299999999),42,,DIAP,Abidjan,,Lagunes,
MJC,Africa/Abidjan,Man,MJC,CI,POINT (-7.528333 7.381667),1082,,DIMN,Man,,Dix-Huit Montagnes,
BRZ,Africa/Abidjan,Borotou,BRZ,CI,POINT (-7.5 8.766667),1368,,,,,,
BXI,Africa/Abidjan,Boundiali,BXI,CI,POINT (-6.5 8.75),1148,,DIBI,Mankono,,Worodougou,
BBV,Africa/Abidjan,Hkg,BBV,CI,POINT (-6.95 4.666667),22,,DIGN,,,,
OFI,Africa/Abidjan,Ouango Fitini,OFI,CI,POINT (-4.033333 9.6),1003,,DIOF,,,,
OGO,Africa/Abidjan,Abengourou,OGO,CI,POINT (-3.4705374 6.7181611),675,,DIAU,Abengourou,,Moyen-Comoe,
ABO,Africa/Abidjan,Aboisso,ABO,CI,POINT (-3.216667 5.433333),95,,DIAO,Aboisso,,Sud-Comoe,
ASK,Africa/Abidjan,Yamoussoukro,ASK,CI,POINT (-5.283333 6.816667),656,,DIYO,Yamoussoukro,,Lacs,
DIM,Africa/Abidjan,Dimbokro,DIM,CI,POINT (-4.766667 6.75),282,,DIDK,Dimbokro,,Lacs,
DIV,Africa/Abidjan,Divo,DIV,CI,POINT (-5.25 5.8),311,,,Divo,,Sud-Bandama,
DJO,Africa/Abidjan,Daloa,DJO,CI,POINT (-6.466667 6.866944),790,,DIDL,Daloa,,Haut-Sassandra,
BQO,Africa/Abidjan,Bouna,BQO,CI,POINT (-3.033317862466327 9.2548838),990,,DIBN,Bouna,,Zanzan,
SEO,Africa/Abidjan,Seguela,SEO,CI,POINT (-6.643595778852452 7.963739500000001),1040,,DISG,Seguela,,Worodougou,
SPY,Africa/Abidjan,San Pedro,SPY,CI,POINT (-6.626944 4.730278),13,,DISP,San-Pedro,,Bas-Sassandra,
FEK,Africa/Abidjan,Ferkessedougou,FEK,CI,POINT (-5.1999998 9.6000004),1020,,DIFK,Ferkessedougou,,Savanes,
GGN,Africa/Abidjan,Gagnoa,GGN,CI,POINT (-5.933333 6.133333),554,,DIGA,Gagnoa,,Fromager,
GGO,Africa/Abidjan,Guiglo,GGO,CI,POINT (-7.75 6.333333),711,,DIGL,Guiglo,,Dix-Huit Montagnes,
BYK,Africa/Abidjan,Bouake,BYK,CI,POINT (-5.068606828539775 7.7404244),1220,,DIBK,Bouake,,Vallee du Bandama,
BDK,Africa/Abidjan,Bondoukou,BDK,CI,POINT (-2.763268015586016 8.0151654),1227,,DIBU,Bondoukou,,Zanzan,
HGO,Africa/Abidjan,Korhogo Airport,HGO,CI,POINT (-5.616667 9.413889),1236,,DIKO,Korhogo,,Savanes,
KEO,Africa/Abidjan,Odienne,KEO,CI,POINT (-7.570833 9.49),1365,,DIOD,Odienne,,Denguele,
KTC,Africa/Abidjan,Katiola,KTC,CI,POINT (-5.166667 8.166667),1026,,,Katiola,,Vallee du Bandama,
TOZ,Africa/Abidjan,Touba,TOZ,CI,POINT (-7.6730977 8.2968),1583,,DITM,Touba,,Bafing,
TXU,Africa/Abidjan,Tabou,TXU,CI,POINT (-7.3627281 4.4378095),39,,DITB,Tabou,,Bas-Sassandra,
ZSS,Africa/Abidjan,Sassandra,ZSS,CI,POINT (-6.1304294 4.9303139),203,,DISS,Sassandra,,Bas-Sassandra,
NYI,Africa/Accra,Sunyani,NYI,GH,POINT (-2.3282951059579275 7.36107895),1026,,DGSN,Sunyani,,Brong-Ahafo,
TKD,Africa/Accra,Takoradi Airport,TKD,GH,POINT (-1.7740750697405612 4.8966362),21,,DGTK,,,,
ACC,Africa/Accra,Kotoka International Airport,ACC,GH,POINT (-0.167967625794569 5.60428935),196,,DGAA,Accra,,Greater Accra,
KMS,Africa/Accra,Kumasi Airport,KMS,GH,POINT (-1.5903265519696532 6.7150762),942,,DGSI,Tafo,,Ashanti,
TML,Africa/Accra,Tamale Airport,TML,GH,POINT (-0.879167 9.406944),553,,DGLE,Tamale,,Northern,
WZA,Africa/Accra,Wa Airport,WZA,GH,POINT (-2.5078313317209595 10.08289355),1003,,,Wa,,Upper West,
ADD,Africa/Addis_Ababa,Addis Ababa Bole International Airport,ADD,ET,POINT (38.79727968929066 8.97958075),7601,http://www.ethiopianairports.com,HAAB,Addis Ababa,,Adis Abeba,
MQX,Africa/Addis_Ababa,Makale Airport,MQX,ET,POINT (39.52639 13.468333),7339,,HAMK,Mekele,,Tigray,
MUJ,Africa/Addis_Ababa,Mui,MUJ,ET,POINT (35 6.333333),2355,,HAMR,Mizan Teferi,,"Southern Nations, Nationalities, and People's Region",
BCY,Africa/Addis_Ababa,Bulchi,BCY,ET,POINT (36.666668 6.216667),6066,,,Felege Neway,,"Southern Nations, Nationalities, and People's Region",
NDM,Africa/Addis_Ababa,Mendi,NDM,ET,POINT (35.083332 9.816667),5400,,HAMN,Mendi,,Oromiya,
NEJ,Africa/Addis_Ababa,Nejjo,NEJ,ET,POINT (35.466667 9.5),6236,,HANJ,Nejo,,Oromiya,
AMH,Africa/Addis_Ababa,Arba Mintch Airport,AMH,ET,POINT (37.576942 6.036111),3914,,HAAM,Arba Minch',,"Southern Nations, Nationalities, and People's Region",
AXU,Africa/Addis_Ababa,Axum Airport,AXU,ET,POINT (38.716667 14.120833),6978,,HAAX,Aksum,,Tigray,
ALK,Africa/Addis_Ababa,Asela,ALK,ET,POINT (39.11667 7.966667),7414,,,Huruta,,Oromiya,
BCO,Africa/Addis_Ababa,Jinka,BCO,ET,POINT (36.55 5.783333),4606,,HABC,,,,
BEI,Africa/Addis_Ababa,Beica,BEI,ET,POINT (34.51957774127783 9.39096515),5275,,HABE,Asosa,Asosa,Binshangul Gumuz,
BJR,Africa/Addis_Ababa,Bahar Dar Airport,BJR,ET,POINT (37.32324 11.603292),6026,,HABD,Bahir Dar,,Amhara,
DEM,Africa/Addis_Ababa,Dembidollo,DEM,ET,POINT (34.85988637487796 8.5508879),5055,,HADD,Dembi Dolo,,Oromiya,
DGC,Africa/Addis_Ababa,Degahbur,DGC,ET,POINT (43.583332 8.233333),3553,,HADB,Baligubadle,,Woqooyi Galbeed,
ABK,Africa/Addis_Ababa,Kabri Dar,ABK,ET,POINT (44.26611 6.733889),1738,,HAKD,,,,
AWA,Africa/Addis_Ababa,Awassa,AWA,ET,POINT (38.4910115 7.0643514),5511,,HALA,Hawassa,,"Southern Nations, Nationalities, and People's Region",
DIR,Africa/Addis_Ababa,Aba Tenna D Yilma Airport,DIR,ET,POINT (41.857994 9.61338),3802,,HADR,Dire Dawa,,Dire Dawa,
DBT,Africa/Addis_Ababa,Debra Tabor,DBT,ET,POINT (38.025276 11.968056),7378,,HADT,,,,
MTF,Africa/Addis_Ababa,Mizan Teferi,MTF,ET,POINT (35.533333 6.966667),4222,,HAMT,,,,
NEK,Africa/Addis_Ababa,Nekemt,NEK,ET,POINT (36.5 9.066667),6794,,HANK,,,,
ASO,Africa/Addis_Ababa,Asosa Airport,ASO,ET,POINT (34.536667 10.047222),4990,,HASO,,,,
DSE,Africa/Addis_Ababa,Combolcha,DSE,ET,POINT (39.72660294465 11.106068350000001),6059,,HADC,Kombolcha,,Amhara,
DBM,Africa/Addis_Ababa,Debra Marcos,DBM,ET,POINT (37.743057 10.319444),7946,,HADM,Debre Mark'os,,Amhara,
ETE,Africa/Addis_Ababa,Genda Wuha,ETE,ET,POINT (36.1669998 12.9329996),2450,,HAMM,Doka,,Al Qadarif,
SKR,Africa/Addis_Ababa,Shakiso,SKR,ET,POINT (38.966667 5.883333),5577,,HASK,Kibre Mengist,,Oromiya,
FNH,Africa/Addis_Ababa,Fincha,FNH,ET,POINT (37.433334 9.583333),5318,,HAFN,Shambu,,Oromiya,
SXU,Africa/Addis_Ababa,Soddu,SXU,ET,POINT (37.75 6.8169999),6056,,HASD,Boditi,,"Southern Nations, Nationalities, and People's Region",
GDE,Africa/Addis_Ababa,Gode/Iddidole Airport,GDE,ET,POINT (43.628334 5.902222),908,,HAGO,Yeed,,Bakool,
GDQ,Africa/Addis_Ababa,Gondar Airport,GDQ,ET,POINT (37.431602248601635 12.51886),6459,,HAGN,Gondar,,Amhara,
EGL,Africa/Addis_Ababa,Neghelli,EGL,ET,POINT (39.7525564 5.2758674),5085,,HANG,Shakiso,,Oromiya,
GLC,Africa/Addis_Ababa,Geladi,GLC,ET,POINT (46.4213982 6.9844398),1338,,HAGL,,,,
GMB,Africa/Addis_Ababa,Gambela Airport,GMB,ET,POINT (34.583332 8.283333),1561,,HAGM,Gambela,,Gambela,
GNN,Africa/Addis_Ababa,Ghinnir,GNN,ET,POINT (40.7152085 7.1455035),6325,,HAGH,Ginir,,Oromiya,
GOB,Africa/Addis_Ababa,Goba,GOB,ET,POINT (39.980556 7.013889),8832,,HAGB,,,,
GOR,Africa/Addis_Ababa,Gore,GOR,ET,POINT (35.552288 8.1594382),6604,,HAGR,Gore,,Oromiya,
HIL,Africa/Addis_Ababa,Shillavo,HIL,ET,POINT (44.766666 6.083333),1269,,HASL,,,,
HUE,Africa/Addis_Ababa,Humera Airport,HUE,ET,POINT (36.583332 14.25),1889,,HAHU,,,,
JIJ,Africa/Addis_Ababa,Jigiga Airport,JIJ,ET,POINT (42.766666 9.366667),5570,,HAJJ,Jijiga,,Somali,
JIM,Africa/Addis_Ababa,Jimma Airport,JIM,ET,POINT (36.82030042171516 7.6614832),5583,,HAJM,Jima,,Oromiya,
LFO,Africa/Addis_Ababa,Kelafo,LFO,ET,POINT (44.3496766 5.6572136),1730,,HAKL,Beledweyne,,Hiiraan,
LLI,Africa/Addis_Ababa,Lalibela Airport,LLI,ET,POINT (39.066666 12.016667),6506,,HALL,Lalibela,,Amhara,
MKS,Africa/Addis_Ababa,Mekane Selam,MKS,ET,POINT (38.15 11.683333),9734,,HAMA,Debre Tabor,,Amhara,
MZX,Africa/Addis_Ababa,Mena,MZX,ET,POINT (39.716667 6.35),4406,,,Goba,,Oromiya,
OTA,Africa/Addis_Ababa,Mota,OTA,ET,POINT (37.88333 11.066667),7870,,,Addiet Canna,,Amhara,
PWI,Africa/Addis_Ababa,Beles,PWI,ET,POINT (36.4098768 11.3100309),3661,,HAPW,Bure,,Amhara,
SHC,Africa/Addis_Ababa,Indaselassie,SHC,ET,POINT (39.13333 12.983333),4511,,,Maych'ew,,Tigray,
SZE,Africa/Addis_Ababa,Semera Airport,SZE,ET,POINT (41.083332 11.5),1390,,HASM,Dubti,,Afar,
TIE,Africa/Addis_Ababa,Tippi,TIE,ET,POINT (35.41528 7.201111),1100,,HATP,Tippi,,"Southern Nations, Nationalities, and People's Region",
TUJ,Africa/Addis_Ababa,Tum,TUJ,ET,POINT (35.566666 5.833333),4700,,,Bako,,"Southern Nations, Nationalities, and People's Region",
WAC,Africa/Addis_Ababa,Waca,WAC,ET,POINT (37.1669998 7.1669998),4146,,HAWC,Areka,,"Southern Nations, Nationalities, and People's Region",
WRA,Africa/Addis_Ababa,Warder,WRA,ET,POINT (45.3371073 6.9755902),1833,,HAWR,Dhuusamarreeb,,Galguduud,
XBL,Africa/Addis_Ababa,Buno Bedelle,XBL,ET,POINT (36.333332 8.45),6335,,,Bedele,,Oromiya,
BFW,Africa/Algiers,Sidi Belabbes,BFW,DZ,POINT (-0.589444 35.171665),1604,,DAOS,Sidi Bel Abbes,,Sidi Bel Abbes,
DJG,Africa/Algiers,Inedbirenne Airport,DJG,DZ,POINT (9.488889 24.465279),3356,,DAAJ,,,,
CBH,Africa/Algiers,Leger,CBH,DZ,POINT (-2.259722 31.647778),2611,,DAOR,Bechar,,Bechar,
BSK,Africa/Algiers,Biskra Airport,BSK,DZ,POINT (5.734029338102971 34.7931774),226,,DAUB,Biskra,,Biskra,
AZR,Africa/Algiers,Adrar Airport,AZR,DZ,POINT (-0.283333 27.883333),853,,DAUA,Adrar,,Adrar,
CZL,Africa/Algiers,Ain El Bey Airport,CZL,DZ,POINT (6.6184457 36.3051916),2332,,DABC,Constantine,,Constantine,
AAE,Africa/Algiers,Les Salines Airport,AAE,DZ,POINT (7.811857 36.821392),36,,DABB,El Hadjar,,Annaba,
MQV,Africa/Algiers,Mostaganem,MQV,DZ,POINT (0.083333 35.9),433,,DA14,Mostaganem,,Mostaganem,
IAM,Africa/Algiers,In Amenas Airport,IAM,DZ,POINT (9.644012211467604 28.05539045),1850,,DAUZ,,,,
MUW,Africa/Algiers,Mascara-Ghriss,MUW,DZ,POINT (0.15 35.333332),1509,,DAOV,Mascara,,Mascara,
GHA,Africa/Algiers,Noumerate Airport,GHA,DZ,POINT (3.794306470528227 32.3857188),1427,,DAUG,Ghardaia,,Ghardaia,
OGX,Africa/Algiers,Ain Beida Airport,OGX,DZ,POINT (5.411965642045519 31.9171828),429,,DAUU,Rouissat,,Ouargla,
BJA,Africa/Algiers,Bejaia Airport,BJA,DZ,POINT (5.073719492285118 36.71292390000001),36,,DAAE,Bejaia,,Bejaia,
BLJ,Africa/Algiers,Batna Airport,BLJ,DZ,POINT (6.183333 35.566666),3425,,DABT,Batna,,Batna,
ALG,Africa/Algiers,Houari Boumediene Airport,ALG,DZ,POINT (3.21090318335027 36.7013497),49,,DAAG,Dar el Beida,,Alger,
INF,Africa/Algiers,Newark Liberty International,INF,DZ,POINT (5.866667 19.616667),1545,,DATG,,,,
BUJ,Africa/Algiers,Ain Eddis,BUJ,DZ,POINT (4.15 35.166668),2217,,DAAD,'Ain el Melh,,Wilaya de M'Sila,
CFK,Africa/Algiers,Chlef International Airport,CFK,DZ,POINT (1.3306219157103958 36.21306805),459,,DAOI,Chlef,,Chlef,
ORN,Africa/Algiers,Es Senia Airport,ORN,DZ,POINT (-0.6154202368508483 35.6206678),278,,DAOO,,,,
EBH,Africa/Algiers,El Bayadh,EBH,DZ,POINT (1.098237257604271 33.727139699999995),4543,,DAOY,El Bayadh,,El Bayadh,
ELG,Africa/Algiers,El Golea Airport,ELG,DZ,POINT (2.864480363011605 30.58654715),1328,,DAUE,Metlili Chaamba,,Ghardaia,
ELU,Africa/Algiers,Guemar Airport,ELU,DZ,POINT (6.783513936983928 33.511920399999994),183,,DAUO,Reguiba,,El Oued,
SKI,Africa/Algiers,Skikda,SKI,DZ,POINT (6.966667 36.833332),387,,DABP,Skikda,,Skikda,
VVZ,Africa/Algiers,Illizi Airport,VVZ,DZ,POINT (8.55 26.533333),1824,,DAAP,Illizi,,Illizi,
GJL,Africa/Algiers,Jijel Ferhat Abbas Airport,GJL,DZ,POINT (5.875569778538126 36.7943535),39,,DAAV,Jijel,,Jijel,
BMW,Africa/Algiers,Bordj Badji Mokhtar,BMW,DZ,POINT (1.033333 21.316668),1361,,DATM,Tessalit,,Kidal,
HME,Africa/Algiers,Oued Irara Airport,HME,DZ,POINT (6.141752805006766 31.6753963),429,,DAUH,Hassi Messaoud,,Ouargla,
HRM,Africa/Algiers,Tilrempt,HRM,DZ,POINT (3.2 33.166668),2621,,DAFH,Berriane,,Ghardaia,
INZ,Africa/Algiers,In Salah Airport,INZ,DZ,POINT (2.510509421934017 27.250692200000003),872,,DAUI,I-n-Salah,,Tamanghasset,
LOO,Africa/Algiers,L'Mekrareg Airport,LOO,DZ,POINT (2.983333 33.833332),2490,,DAUL,Laghouat,,Laghouat,
MZW,Africa/Algiers,Mechria,MZW,DZ,POINT (-0.242848009039097 33.52692475),3641,,DAAY,Naama,,Wilaya de Naama,
QSF,Africa/Algiers,Setif Airport,QSF,DZ,POINT (5.325335614861902 36.18053795),3297,http://www.egsa-constantine.dz/,DAAS,Ain Arnat,,Setif,
TAF,Africa/Algiers,Tafaraoui,ORN,DZ,POINT (-0.610556 35.627777),367,,DAOL,Es Senia,,Oran,
TEE,Africa/Algiers,Cheikh Larbi Tebessi Airport,TEE,DZ,POINT (8.122162859575312 35.43140775),2661,,DABS,Tebessa,,Tebessa,
TGR,Africa/Algiers,Touggourt Airport,TGR,DZ,POINT (6.090476641530314 33.0733139),279,,DAUK,Touggourt,,Ouargla,
TID,Africa/Algiers,Bouchekif Abde Al-hafidh Boussof,TID,DZ,POINT (1.35 35.466667),3245,,DAOB,Tiaret,,Tiaret,
TIN,Africa/Algiers,Tindouf Airport,TIN,DZ,POINT (-8.167237444382948 27.7014134),1453,,DAOF,Tindouf,,Tindouf,
TLM,Africa/Algiers,Zenata Airport,TLM,DZ,POINT (-1.4558047297278263 35.0127915),814,,DAON,Remchi,,Tlemcen,
TMR,Africa/Algiers,Aguenar - Hadj Bey Akhamok Airport,TMR,DZ,POINT (5.451241709209654 22.813385099999998),4518,,DAAT,Tamanrasset,,Tamanghasset,
TMX,Africa/Algiers,Timimoun Airport,TMX,DZ,POINT (0.2729093608047118 29.23472915),1027,,DAUT,Timimoun,,Adrar,
MSW,Africa/Asmara,Massawa International,MSW,ER,POINT (39.441113 15.603333),26,,HHMS,Massawa,,Northern Red Sea Region,
TES,Africa/Asmara,Tessenei,TES,ER,POINT (36.682060788618955 15.10377495),2018,,HHTS,Teseney,,Gash Barka,
ASA,Africa/Asmara,Assab International,ASA,ER,POINT (42.641747301941436 13.07595515),32,,HHSB,,,,
ASM,Africa/Asmara,Asmara International Airport,ASM,ER,POINT (38.91610962389453 15.293245200000001),7591,,HHAS,Asmara,,Maekel Region,
BKO,Africa/Bamako,Bamako-Senou International Airport,BKO,ML,POINT (-7.9487650400229874 12.5353304),1197,,GABS,Bamako,,Bamako,
MZI,Africa/Bamako,Mopti,MZI,ML,POINT (-4.081330665551572 14.51106525),895,,GAMB,Mopti,,Mopti,
NIX,Africa/Bamako,Nioro,NIX,ML,POINT (-9.57321168978643 15.23953285),767,,GANR,Nioro,,Kayes,
GAQ,Africa/Bamako,Gao,GAQ,ML,POINT (-0.001389 16.248611),833,,GAGO,Gao,,Gao,
EYL,Africa/Bamako,Yelimane,EYL,ML,POINT (-10.568124022412686 15.1232036),324,,GAYE,Yelimane,,Kayes,
GUD,Africa/Bamako,Goundam,GUD,ML,POINT (-3.5990064 16.3625833),849,,GAGM,Goundam,,Tombouctou,
KNZ,Africa/Bamako,Kenieba,KNZ,ML,POINT (-11.2510981 12.8410617),449,,GAKA,Dire,,,
KSS,Africa/Bamako,Sikasso,KSS,ML,POINT (-5.583333 11.3),1378,,GASK,Sikasso,,Sikasso,
KTX,Africa/Bamako,Koutiala,KTX,ML,POINT (-5.383333 12.416667),1240,,GAKO,Koutiala,,Sikasso,
KYS,Africa/Bamako,Kayes,KYS,ML,POINT (-11.439444 14.431944),164,,GAKY,Kayes,,Kayes,
NRM,Africa/Bamako,Nara,NRM,ML,POINT (-7.2616197 15.2276899),875,,GANK,Nara,,Koulikoro,
SZU,Africa/Bamako,Segou,SZU,ML,POINT (-6.283333 13.433333),0,,,Segou,,Segou,
TOM,Africa/Bamako,Tombouctou,TOM,ML,POINT (-3.005278 16.732222),863,,GATB,Timbuktu,,Tombouctou,
BBY,Africa/Bangui,Bambari,BBY,CF,POINT (20.6470806 5.84805),1545,,FEFM,Bambari,,Ouaka,
BCF,Africa/Bangui,Bouca,BCF,CF,POINT (18.416668 6.75),1732,,FEGU,Bouca,,Ouham,
BGU,Africa/Bangui,Bangassou,BGU,CF,POINT (22.780145670886974 4.78594655),1735,,FEFG,,,,
BGF,Africa/Bangui,Bangui Airport,BGF,CF,POINT (18.520279 4.396111),1089,,FEFF,Bangui,,Bangui,
BIV,Africa/Bangui,Bria,BIV,CF,POINT (21.9894009 6.5277801),1961,,FEFR,Bria,,Haute-Kotto,
GDA,Africa/Bangui,Gounda,GDA,CF,POINT (21.166668 9.333333),1341,,,,,,
BMF,Africa/Bangui,Bakouma,BMF,CF,POINT (22.801065 5.6947471),1778,,FEGM,Bangassou,,Mbomou,
BSN,Africa/Bangui,Bossangoa,BSN,CF,POINT (17.5 6.583333),1712,,FEFS,Bossangoa,,Ouham,
ODA,Africa/Bangui,Ouadda,ODA,CF,POINT (22.3985996 8.01056),2467,,FEFW,,,,
ODJ,Africa/Bangui,Ouanda Djalle,ODJ,CF,POINT (22.883333 8.916667),2306,,FEGO,Ouadda,,Haute-Kotto,
AIG,Africa/Bangui,Yalinga,AIG,CF,POINT (23.2605938 6.521706),2001,,FEFY,,,,
BOZ,Africa/Bangui,Bozoum,BOZ,CF,POINT (16.583332 6.416667),2171,,FEGZ,Bozoum,,Ouham-Pende,
CRF,Africa/Bangui,Carnot,CRF,CF,POINT (15.933333 4.983333),2263,,FEFC,Carnot,,Mambere-Kadei,
RFA,Africa/Bangui,Rafai,RFA,CF,POINT (23.9275417 4.9885029),1683,,FEGR,Rafai,,,
BBT,Africa/Bangui,Berberati,BBT,CF,POINT (15.786019586870358 4.2228219),1886,,FEFT,Berberati,,Mambere-Kadei,
BOP,Africa/Bangui,Bouar,BOP,CF,POINT (15.666667 6),3179,,FEFO,Bouar,,Nana-Mambere,
BTG,Africa/Bangui,Batangafo,BTG,CF,POINT (18.333332 7.416667),1423,,FEGF,Batangafo,,Ouham,
GDI,Africa/Bangui,Gordil,GDI,CF,POINT (21.583332 9.733333),1371,,FEGL,,,,
IMO,Africa/Bangui,Zemio,IMO,CF,POINT (25.101617002879774 5.002750949999999),1938,,FEFZ,Zemio,,Haut-Mbomou,
IRO,Africa/Bangui,Birao,IRO,CF,POINT (22.713888 10.186389),1676,,FEFI,Birao,,Vakaga,
KWD,Africa/Bangui,Kawadjia,KWD,CF,POINT (124.97 -1.95),0,,,Dofa,,Maluku Utara,
KOL,Africa/Bangui,Koumala,KOL,CF,POINT (21.257677 8.4999931),2175,,,,,,
MKI,Africa/Bangui,Mboki,MKI,CF,POINT (25.95 5.316667),1965,,FEGE,Obo,,Haut-Mbomou,
NDL,Africa/Bangui,Ndele,NDL,CF,POINT (20.635557191670586 8.4247438),1578,,FEFN,Ndele,,Bamingui-Bangoran,
BJL,Africa/Banjul,Yundum International Airport,BJL,GM,POINT (-16.6495025720344 13.336338000000001),49,,GBYD,Abuko,,Western,
BQE,Africa/Bissau,Bubaque,BQE,GW,POINT (-15.839109525429235 11.3033822),59,,GGBU,Bubaque,,Bolama and Bijagos,
OXB,Africa/Bissau,Osvaldo Vieira Airport,OXB,GW,POINT (-15.657222 11.888889),127,,GGOV,Bissau,,Bissau,
LLW,Africa/Blantyre,Lilongwe International Airport,LLW,MW,POINT (33.78211495665334 -13.7886661),4035,,FWKI,Lilongwe,Lilongwe District,Central Region,
LIX,Africa/Blantyre,Likoma,LIX,MW,POINT (34.736307856169844 -12.07947195),1600,,FWLK,Chipyela,Likoma District,Northern Region,
CMK,Africa/Blantyre,Club Makokola,CMK,MW,POINT (35.05 -14.3),1998,,FWCM,Monkey Bay,Mangochi District,Southern Region,
BLZ,Africa/Blantyre,Chileka Airport,BLZ,MW,POINT (34.96706138417294 -15.676075449999999),2483,,FWCL,,,,
DWA,Africa/Blantyre,Dwangwa,DWA,MW,POINT (34.13333 -13),2014,,FWDW,Nkhotakota,Nkhotakota District,Central Region,
KBQ,Africa/Blantyre,Kasungu,KBQ,MW,POINT (33.468218990157354 -13.014691299999999),3470,,FWKG,,,,
CEH,Africa/Blantyre,Chelinda,CEH,MW,POINT (33.7979301 -10.5575399),7726,,FWCD,Livingstonia,Rumphi District,Northern Region,
VUU,Africa/Blantyre,Mvuu Camp,VUU,MW,POINT (35 -15.683333),2608,,,Blantyre,Blantyre District,Southern Region,
KGJ,Africa/Blantyre,Karonga,KGJ,MW,POINT (33.89315797325383 -9.95328455),1765,,FWKA,Karonga,Karonga District,Northern Region,
LMB,Africa/Blantyre,Salima,LMB,MW,POINT (34.58571563252856 -13.76016915),1688,,FWSM,Salima,Salima District,Central Region,
MAI,Africa/Blantyre,Mangochi,MAI,MW,POINT (35.25 -14.5),1571,,FWMG,Mangochi,Mangochi District,Southern Region,
MYZ,Africa/Blantyre,Monkey Bay,MYZ,MW,POINT (34.533333 -14.1),1594,,FWMY,Chipoka,Salima District,Central Region,
ZZU,Africa/Blantyre,Mzuzu,ZZU,MW,POINT (34.01193333198202 -11.443044350000001),4115,,FWUU,Mzuzu,Mzimba District,Northern Region,
LCO,Africa/Brazzaville,Lague,LCO,CG,POINT (14.533 -2.45),2756,,FCBL,,,,
SOE,Africa/Brazzaville,Souanke,SOE,CG,POINT (14.1742168 1.9983256),1735,,FCOS,Sembe,,Sangha,
MUY,Africa/Brazzaville,Mouyondzi,MUY,CG,POINT (13.919444 -3.983333),1660,,FCBM,Madingou,,Bouenza,
ANJ,Africa/Brazzaville,Zanaga,ANJ,CG,POINT (13.8214267 -2.8474064),1863,,FCBZ,,,,
PNR,Africa/Brazzaville,Pointe Noire Airport,PNR,CG,POINT (11.886634070093734 -4.81575645),95,,FCPP,Pointe-Noire,,Pointe-Noire,
DJM,Africa/Brazzaville,Djambala,DJM,CG,POINT (14.755771029863677 -2.515203),2493,,FCBD,,,,
BOE,Africa/Brazzaville,Boundji,BOE,CG,POINT (15.383333 -1.033333),1148,,FCOB,,,,
OUE,Africa/Brazzaville,Ouesso,OUE,CG,POINT (16.038631380985755 1.61967185),1105,,FCOU,Ouesso,,Sangha,
OLL,Africa/Brazzaville,Ollombo,OLL,CG,POINT (-92.229164 32.004417),111,,FCOD,Clarks,Caldwell Parish,Louisiana,
KEE,Africa/Brazzaville,Kelle,KEE,CG,POINT (14.5059985 -0.0698874),1526,,FCOK,,,,
KMK,Africa/Brazzaville,Makabana,KMK,CG,POINT (12.5956707 -3.4816721),495,,FCPA,,,,
BZV,Africa/Brazzaville,Maya Maya Airport,BZV,CG,POINT (15.253938331362257 -4.2509559),974,,FCBB,Brazzaville,,Brazzaville,
EPN,Africa/Brazzaville,Epena,EPN,CG,POINT (17.533333 1.366667),1020,,,,,,
DIS,Africa/Brazzaville,Loubomo,DIS,CG,POINT (12.658930515565826 -4.20510725),1007,,FCPD,Dolisie,,Niari,
SIB,Africa/Brazzaville,Sibiti,SIB,CG,POINT (13.4 -3.733333),1673,,FCBS,Sibiti,,Lekoumou,
FTX,Africa/Brazzaville,Owando,FTX,CG,POINT (16.008333 -0.983333),1059,,FCOO,Owando,,Cuvette,
EWO,Africa/Brazzaville,Ewo,EWO,CG,POINT (14.805484564521853 -0.8591409999999999),1535,,FCOE,,,,
GMM,Africa/Brazzaville,Gamboma,GMM,CG,POINT (15.866667 -1.933333),1056,,FCOG,Gamboma,,Plateaux,
BTB,Africa/Brazzaville,Betou,BTB,CG,POINT (18.5 3.05),1099,,FCOT,Mongoumba,,Lobaye,
ION,Africa/Brazzaville,Impfondo,ION,CG,POINT (18.050921240957845 1.59018215),1010,,FCOI,Impfondo,,Likouala,
KNJ,Africa/Brazzaville,Kindamba,KNJ,CG,POINT (14.516667 -3.95),1460,,FCBK,Kinkala,,Pool,
LKC,Africa/Brazzaville,Lekana,LKC,CG,POINT (14.6 -2.316667),2634,,,Djambala,,Plateaux,
MKJ,Africa/Brazzaville,Makoua,MKJ,CG,POINT (15.5803939 -0.0199679),1243,,FCOM,Makoua,,Cuvette,
MSX,Africa/Brazzaville,Mossendjo,MSX,CG,POINT (12.699002 -2.9461641),1466,,FCMM,Mossendjo,,Niari,
NKY,Africa/Brazzaville,Nkayi,NKY,CG,POINT (13.2858039 -4.2220518),534,,FCBY,Kayes,,Bouenza,
OKG,Africa/Brazzaville,Okoyo,OKG,CG,POINT (15 -1.466667),1305,,,Ewo,,Cuvette-Ouest,
BJM,Africa/Bujumbura,Bujumbura International Airport,BJM,BI,POINT (29.366667 -3.383333),2627,,HBBA,Bujumbura,,Bujumbura Mairie,
GID,Africa/Bujumbura,Gitega,GID,BI,POINT (29.912829749986052 -3.41787695),5383,,HBBE,Gitega,,Gitega,
